id_persona,edad,ciudad,país,lenguajes_dominio,frameworks_dominio,certificaciones,años_experiencia,nivel_educativo,área_trabajo_actual,salario_actual_usd,source
PER-91243,28.0,Guadalajara,México,TypeScript|JavaScript,FastAPI,Scrum Master,0.0,Autodidacta,Frontend,14842.0,profiles
PER-91244,26.0,Austin,USA,Scala|TypeScript,Laravel|Spark,Azure Fundamentals,1.0,Autodidacta,Ciberseguridad,77519.0,profiles
PER-91245,18.0,MADRID,España,Java|Swift|R,FastAPI|Spark,GCP ACE,0.0,Técnico,Frontend,70759.0,profiles
PER-91246,29.0,Puebla,México,Java|Swift,Angular,Cisco CCNA,1.0,Posgrado,Backend,21229.0,profiles
PER-91247,28.0,Lima,Perú,Java|TypeScript,Node.js|.NET,Azure Fundamentals,5.0,Pregrado,BI/Analytics,22.134,profiles
PER-91248,21.0,Seattle,USA,R|Kotlin,Node.js,GCP ACE|Scrum Master,0.0,Tecnólogo,Backend,,profiles
PER-91249,31.0,Rosario,Argentina,JavaScript|TypeScript,Laravel|Vue,Cisco CCNA|GCP ACE,0.0,Autodidacta,BI/Analytics,22193.0,profiles
PER-91250,32.0,Valparaiso,Chile,typescript|java,Vue|Spark,GCP ACE,0.0,Tecnólogo,IA,35994.0,profiles
PER-91251,18.0,Guadalajara,México,JavaScript|Swift|Kotlin,.NET|Laravel,Scrum Master,2.0,Pregrado,Cloud,19974.0,profiles
PER-91252,29.0,Córdoba,Argentina,Python,Spark,Azure Fundamentals,4.0,Técnico,DevOps,23725.0,profiles
PER-91253,25.0,Buenos Aires,Argentina,TypeScript,.NET|Spring,Cisco CCNA,2.0,Posgrado,BI/Analytics,23463.0,profiles
PER-91254,27.0,Valencia,España,TypeScript|Scala,Spark|Angular,Unknown,3.0,Tecnólogo,Ciberseguridad,41629.0,profiles
PER-91255,24.0,cartagena,Colombia,JavaScript|Go|Java,Spring,AWS CCP,5.0,Técnico,Frontend,11976.0,profiles
PER-91256,33.0,Buenos Aires,Argentina,Swift|Python|Java,Laravel,Azure Fundamentals|Scrum Master,1.0,Pregrado,Frontend,26236.0,profiles
PER-91257,33.0,Valencia,España,C#|TypeScript|Kotlin,Django,None|Azure Fundamentals,4.0,Técnico,DevOps,46.235,profiles
PER-91258,18.0,Cartagena,Colombia,Java,Vue,AWS CCP,1.0,Autodidacta,BI/Analytics,11161.0,profiles
PER-91259,38.0,Cusco,Perú,python|java,Spring,None|Cisco CCNA,2.0,Pregrado,Backend,25585.0,profiles
PER-91260,32.0,Puebla,México,Kotlin|Java,React|Flask,AWS CCP|Azure Fundamentals,2.0,Tecnólogo,Frontend,24.067,profiles
PER-91261,39.0,Seattle,USA,R,Node.js,Azure Fundamentals,0.0,Técnico,IA,89806.0,profiles
PER-91262,29.0,Cusco,Perú,R,Node.js|FastAPI,AWS CCP,1.0,Autodidacta,BI/Analytics,13994.0,profiles
PER-91263,30.0,???,Chile,Python|Java|Swift,Vue|FastAPI,Azure Fundamentals|AWS CCP,3.0,Técnico,IA,16199.0,profiles
PER-91264,30.0,Seattle,USA,Swift|Java,Spark,Scrum Master,1.0,Posgrado,Ciberseguridad,99658.0,profiles
PER-91265,29.0,Monterrey,México,R|JavaScript,Angular,GCP ACE,3.0,Posgrado,Data Science,13.794,profiles
PER-91266,28.0,Concepción,Chile,PHP|Go|Java,Node.js|Spring,Azure Fundamentals,0.0,Pregrado,DevOps,32272.0,profiles
PER-91267,26.0,Rosario,Argentina,Swift|TypeScript,Angular,GCP ACE|None,2.0,Posgrado,BI/Analytics,18555.0,profiles
PER-91268,23.0,Arequipa,Perú,Go|Python,Node.js,None|Azure Fundamentals,6.0,Posgrado,Ciberseguridad,21.568,profiles
PER-91269,28.0,Valparaíso,Chile,Swift|Kotlin,FastAPI,AWS CCP,0.0,Posgrado,IA,27321.0,profiles
PER-91270,27.0,Valencia,España,Scala|C#,Vue|React,Azure Fundamentals|None,4.0,Autodidacta,BI/Analytics,58902.0,profiles
PER-91271,30.0,Medellín,Colombia,typescript|python,.NET|FastAPI,Scrum Master,0.0,Pregrado,Backend,13488.0,profiles
PER-91272,32.0,Bucaramanga,Colombia,Python|TypeScript,Node.js,GCP ACE|AWS CCP,6.0,Autodidacta,BI/Analytics,14184.0,profiles
PER-91273,38.0,puebla,México,Swift|Scala|PHP,Spring|.NET,Scrum Master,3.0,Pregrado,Ciberseguridad,27147.0,profiles
PER-91274,20.0,New York,USA,Python|Kotlin,Node.js|Angular,Scrum Master,1.0,Pregrado,Data Science,38529.0,profiles
PER-91275,35.0,New York,USA,PHP|JavaScript,Spark,AWS CCP|GCP ACE,7.0,Técnico,Cloud,110759.0,profiles
PER-91276,21.0,Medellín,Colombia,PHP|Python,Flask,Unknown,0.0,Posgrado,Backend,11406.0,profiles
PER-91277,32.0,Cali,Colombia,Python|Kotlin,.NET,Cisco CCNA|None,3.0,Técnico,Data Science,11534.0,profiles
PER-91278,29.0,???,España,Go,Vue|Django,Scrum Master,4.0,Tecnólogo,Frontend,26982.0,profiles
PER-91279,25.0,puebla,México,JavaScript,Flask|FastAPI,GCP ACE|Cisco CCNA,5.0,Posgrado,Ciberseguridad,24858.0,profiles
PER-91280,35.0,San Francisco,USA,kotlin,Vue,Unknown,3.0,Posgrado,DevOps,,profiles
PER-91281,18.0,Puebla,México,R|Scala,FastAPI|Spring,AWS CCP,2.0,Técnico,Cloud,20.463,profiles
PER-91282,30.0,Barcelona,España,Go|Python|C#,Django,Azure Fundamentals|Cisco CCNA,0.0,Tecnólogo,Ciberseguridad,40646.0,profiles
PER-91283,24.0,Valencia,España,javascript|swift,Django,Azure Fundamentals,4.0,Pregrado,Cloud,29.697,profiles
PER-91284,,Cali,Colombia,Go|C#,Node.js|Spring,AWS CCP,5.0,Tecnólogo,DevOps,14947.0,profiles
PER-91285,31.0,LIMA,Perú,Java|TypeScript,Node.js|Vue,GCP ACE,1.0,Posgrado,Cloud,11853.0,profiles
PER-91286,31.0,Buenos Aires,Argentina,Swift,React,Scrum Master,2.0,Autodidacta,Data Science,19315.0,profiles
PER-91287,31.0,Cali,Colombia,PHP|TypeScript,Angular,Scrum Master,3.0,Técnico,DevOps,10002.0,profiles
PER-91288,25.0,Barranquilla,Colombia,Go|PHP,Spark,Cisco CCNA|None,3.0,Autodidacta,IA,9105.0,profiles
PER-91289,23.0,Santiago,Chile,Kotlin|Swift,Flask|Vue,AWS CCP,1.0,Tecnólogo,Frontend,19.935,profiles
PER-91290,18.0,Sevilla,España,Swift|C#|Python,FastAPI|Node.js,AWS CCP,3.0,Posgrado,BI/Analytics,63.178,profiles
PER-91291,29.0,Valencia,España,python|typescript,.NET,Cisco CCNA,1.0,Posgrado,Backend,39422.0,profiles
PER-91292,34.0,Bucaramanga,Colombia,Go|Kotlin|R,Laravel,Cisco CCNA|None,3.0,Posgrado,Frontend,15484.0,profiles
PER-91293,23.0,Madrid,España,PHP,Node.js,Unknown,0.0,Técnico,Data Science,41739.0,profiles
PER-91294,25.0,CÓRDOBA,Argentina,Java|JavaScript|C#,Node.js,GCP ACE,4.0,Autodidacta,Data Science,24342.0,profiles
PER-91295,29.0,Sevilla,España,Java,Laravel|Spring,Scrum Master,0.0,Pregrado,BI/Analytics,53.438,profiles
PER-91296,35.0,???,México,TypeScript|JavaScript|Scala,.NET,Unknown,1.0,Posgrado,BI/Analytics,19588.0,profiles
PER-91297,29.0,Concepción,Chile,python,Spark,Azure Fundamentals,6.0,Autodidacta,Cloud,25039.0,profiles
PER-91298,29.0,Valencia,España,R|Scala,.NET,Cisco CCNA,3.0,Técnico,Cloud,32802.0,profiles
PER-91299,31.0,Cartagena,Colombia,TypeScript|Go,Vue,Scrum Master,0.0,Posgrado,Cloud,10305.0,profiles
PER-91300,34.0,Barranquilla,Colombia,R|PHP,FastAPI|Vue,AWS CCP,1.0,Posgrado,Frontend,7.511,profiles
PER-91301,31.0,Valparaíso,Chile,java,FastAPI|.NET,GCP ACE,5.0,Posgrado,Ciberseguridad,40836.0,profiles
PER-91302,33.0,Valparaíso,Chile,R,.NET|React,Azure Fundamentals,3.0,Tecnólogo,Cloud,19199.0,profiles
PER-91303,25.0,Cali,Colombia,Swift|Java,React|Spark,Unknown,2.0,Técnico,DevOps,8940.0,profiles
PER-91304,33.0,santiago,Chile,typescript|javascript,Spark,Azure Fundamentals|GCP ACE,0.0,Tecnólogo,Ciberseguridad,19058.0,profiles
PER-91305,37.0,Valparaíso,Chile,Scala|Kotlin|PHP,React,Cisco CCNA,2.0,Tecnólogo,Backend,37.611,profiles
PER-91306,30.0,Medellín,Colombia,R|PHP|Kotlin,React,GCP ACE,5.0,Pregrado,BI/Analytics,14807.0,profiles
PER-91307,29.0,Cusco,Perú,JavaScript|Go,Django,Unknown,3.0,Tecnólogo,Backend,18545.0,profiles
PER-91308,26.0,???,USA,Java,React,GCP ACE,0.0,Autodidacta,Backend,82426.0,profiles
PER-91309,30.0,Guadalajara,México,TypeScript|Go,Laravel|Vue,Scrum Master,2.0,Técnico,Data Science,32473.0,profiles
PER-91310,26.0,Medellín,Colombia,Scala|Python,Spring|Laravel,Cisco CCNA|GCP ACE,3.0,Autodidacta,Cloud,13797.0,profiles
PER-91311,18.0,Barcelona,España,typescript|go|python,Node.js|Angular,Cisco CCNA,3.0,Pregrado,Backend,35.286,profiles
PER-91312,37.0,CDMX,México,TypeScript|C#,Flask,Unknown,0.0,Autodidacta,Frontend,12028.0,profiles
PER-91313,32.0,Barranquilla,Colombia,JavaScript|Go,Flask,Unknown,3.0,Pregrado,Data Science,10886.0,profiles
PER-91314,26.0,Valparaíso,Chile,JavaScript|Go,Django,Azure Fundamentals,3.0,Tecnólogo,IA,20055.0,profiles
PER-91315,29.0,Santiago,Chile,r|kotlin,.NET,Unknown,1.0,Posgrado,IA,17.463,profiles
PER-91316,29.0,Medellín,Colombia,PHP|TypeScript,Vue|Django,AWS CCP|Cisco CCNA,3.0,Pregrado,Frontend,8787.0,profiles
PER-91317,27.0,CDMX,México,JavaScript,Flask,Scrum Master,4.0,Tecnólogo,BI/Analytics,13367.0,profiles
PER-91318,27.0,Arequipa,Perú,Scala,.NET,Cisco CCNA,1.0,Tecnólogo,Frontend,13870.0,profiles
PER-91319,31.0,Concepción,Chile,php,Spring,Scrum Master,2.0,Posgrado,Frontend,16786.0,profiles
PER-91320,34.0,???,México,C#|Java,FastAPI,Scrum Master,1.0,Autodidacta,Backend,28.077,profiles
PER-91321,29.0,Austin,USA,Scala|Java,.NET|Angular,None|Azure Fundamentals,2.0,Técnico,IA,123528.0,profiles
PER-91322,25.0,Buenos Aires,Argentina,Kotlin|Scala|JavaScript,Spring,AWS CCP|GCP ACE,4.0,Posgrado,Data Science,32141.0,profiles
PER-91323,25.0,Barranquilla,Colombia,TypeScript|Swift,.NET|Node.js,Unknown,4.0,Pregrado,DevOps,11218.0,profiles
PER-91324,36.0,Barcelona,España,Scala|R|C#,Vue|Angular,None|Azure Fundamentals,0.0,Posgrado,Data Science,31.671,profiles
PER-91325,18.0,???,México,Kotlin,.NET,AWS CCP|Scrum Master,2.0,Técnico,DevOps,11415.0,profiles
PER-91326,18.0,Puebla,México,TypeScript|Java,Spark|React,Unknown,1.0,Pregrado,Data Science,13626.0,profiles
PER-91327,36.0,Madrid,España,r|java,Node.js,Azure Fundamentals|AWS CCP,4.0,Autodidacta,Frontend,32653.0,profiles
PER-91328,18.0,Miami,USA,Swift|R|JavaScript,React|Flask,AWS CCP|GCP ACE,2.0,Tecnólogo,IA,119.44,profiles
PER-91329,32.0,CDMX,México,Swift|JavaScript,Django,Azure Fundamentals,3.0,Técnico,IA,17.404,profiles
PER-91330,37.0,???,Argentina,PHP|Go,React,Unknown,2.0,Posgrado,DevOps,23380.0,profiles
PER-91331,34.0,Seattle,USA,C#|TypeScript|R,Spark|Node.js,Scrum Master|AWS CCP,5.0,Posgrado,BI/Analytics,66041.0,profiles
PER-91332,24.0,Valparaíso,Chile,PHP|Kotlin,Laravel|Flask,AWS CCP,3.0,Posgrado,Ciberseguridad,23265.0,profiles
PER-91333,24.0,Valencia,España,Scala|Go|R,Laravel,Scrum Master,6.0,Técnico,Backend,27563.0,profiles
PER-91334,26.0,CÓRDOBA,Argentina,R|Python,Flask|FastAPI,Unknown,4.0,Técnico,Data Science,24890.0,profiles
PER-91335,,Cartagena,Colombia,C#|TypeScript|JavaScript,React,Cisco CCNA|None,5.0,Autodidacta,Ciberseguridad,16470.0,profiles
PER-91336,34.0,Santiago,Chile,PHP|Kotlin|Java,FastAPI,GCP ACE,2.0,Pregrado,Backend,29412.0,profiles
PER-91337,37.0,Bucaramanga,Colombia,swift,React,Azure Fundamentals,3.0,Tecnólogo,BI/Analytics,12323.0,profiles
PER-91338,36.0,???,Chile,Python|R,FastAPI,None|Azure Fundamentals,2.0,Tecnólogo,Frontend,18987.0,profiles
PER-91339,37.0,Córdoba,Argentina,php,Laravel|Django,Scrum Master,2.0,Tecnólogo,Frontend,35318.0,profiles
PER-91340,26.0,Austin,USA,swift|r|go,FastAPI|Spring,Unknown,0.0,Autodidacta,Frontend,,profiles
PER-91341,19.0,Valencia,España,C#,.NET,GCP ACE|Cisco CCNA,0.0,Pregrado,Ciberseguridad,67055.0,profiles
PER-91342,34.0,Austin,USA,Scala,React,GCP ACE|Cisco CCNA,2.0,Tecnólogo,IA,,profiles
PER-91343,31.0,Miami,USA,C#|Scala|Swift,Spark|Angular,GCP ACE,3.0,Autodidacta,Cloud,142.498,profiles
PER-91344,28.0,Cali,Colombia,php|java|javascript,Vue,GCP ACE|Scrum Master,4.0,Autodidacta,BI/Analytics,11348.0,profiles
PER-91345,40.0,puebla,México,TypeScript|R,.NET,AWS CCP|Scrum Master,5.0,Posgrado,Frontend,30143.0,profiles
PER-91346,18.0,Arequipa,Perú,JavaScript|C#,Spark|Vue,Cisco CCNA,2.0,Técnico,BI/Analytics,19703.0,profiles
PER-91347,31.0,Rosario,Argentina,PHP|Swift,Angular,Scrum Master,0.0,Pregrado,DevOps,23.946,profiles
PER-91348,25.0,Puebla,México,Go,Laravel,Scrum Master,5.0,Pregrado,Frontend,23028.0,profiles
PER-91349,26.0,monterrey,México,Swift|Scala,Spark|Vue,Cisco CCNA|GCP ACE,0.0,Técnico,Backend,18.868,profiles
PER-91350,34.0,Bogotá,Colombia,Kotlin,React|Spring,Scrum Master,2.0,Técnico,BI/Analytics,23103.0,profiles
PER-91351,28.0,Arequipa,Perú,C#|TypeScript,FastAPI|React,GCP ACE|Azure Fundamentals,5.0,Posgrado,Backend,19.076,profiles
PER-91352,35.0,Lima,Perú,Java|TypeScript,Spring|Flask,Unknown,3.0,Pregrado,Cloud,19959.0,profiles
PER-91353,30.0,Concepción,Chile,Go|Java|Python,Node.js,AWS CCP|GCP ACE,2.0,Autodidacta,IA,32815.0,profiles
PER-91354,36.0,???,Colombia,Java|TypeScript|Swift,Laravel|Vue,None|GCP ACE,4.0,Pregrado,Frontend,11785.0,profiles
PER-91355,38.0,???,España,Swift|Go,Node.js,GCP ACE|Azure Fundamentals,6.0,Autodidacta,DevOps,57513.0,profiles
PER-91356,18.0,NEW YORK,USA,Go|C#|Kotlin,Node.js,GCP ACE,5.0,Pregrado,DevOps,99060.0,profiles
PER-91357,27.0,CÓRDOBA,Argentina,Kotlin|R|TypeScript,Vue|Node.js,Cisco CCNA,5.0,Posgrado,Data Science,14661.0,profiles
PER-91358,28.0,Buenos Aires,Argentina,C#|Java|Scala,.NET,Unknown,4.0,Autodidacta,BI/Analytics,22.261,profiles
PER-91359,23.0,Córdoba,Argentina,Java|TypeScript|Scala,Laravel|Spark,AWS CCP,1.0,Técnico,BI/Analytics,20805.0,profiles
PER-91360,24.0,Medellín,Colombia,PHP,Angular|Vue,GCP ACE|None,4.0,Posgrado,DevOps,16701.0,profiles
PER-91361,31.0,Seattle,USA,r|typescript,Laravel|.NET,Scrum Master|AWS CCP,3.0,Técnico,Frontend,,profiles
PER-91362,25.0,córdoba,Argentina,PHP|TypeScript,Angular,None|Scrum Master,3.0,Autodidacta,Data Science,14229.0,profiles
PER-91363,32.0,Concepción,Chile,Go,Spark,AWS CCP,0.0,Pregrado,DevOps,25171.0,profiles
PER-91364,35.0,???,Perú,Scala|Kotlin|Go,Flask,None|GCP ACE,4.0,Técnico,DevOps,20.276,profiles
PER-91365,30.0,Córdoba,Argentina,Scala|C#,React,Cisco CCNA,2.0,Pregrado,BI/Analytics,13878.0,profiles
PER-91366,32.0,Santiago,Chile,TypeScript|PHP,Angular,Cisco CCNA,0.0,Posgrado,IA,21155.0,profiles
PER-91367,23.0,San Francisco,USA,php|python,Laravel|Spark,Unknown,2.0,Tecnólogo,Ciberseguridad,68252.0,profiles
PER-91368,43.0,cdmx,México,JavaScript|R|Swift,Node.js|Spark,Cisco CCNA|None,0.0,Posgrado,BI/Analytics,15354.0,profiles
PER-91369,,Buenos Aires,Argentina,TypeScript,Laravel|Spring,Cisco CCNA|AWS CCP,2.0,Técnico,Cloud,14851.0,profiles
PER-91370,29.0,Santiago,Chile,php|javascript|r,.NET|Flask,Azure Fundamentals,1.0,Autodidacta,DevOps,38501.0,profiles
PER-91371,30.0,???,Chile,Swift,Flask,None|AWS CCP,2.0,Pregrado,Data Science,17088.0,profiles
PER-91372,24.0,Medellín,Colombia,PHP|Go,Django|Spring,Azure Fundamentals,5.0,Pregrado,Frontend,13.05,profiles
PER-91373,27.0,San Francisco,USA,Swift|TypeScript,Angular,AWS CCP|None,1.0,Técnico,Data Science,100793.0,profiles
PER-91374,35.0,???,España,JavaScript|Swift|R,.NET,Cisco CCNA,3.0,Autodidacta,Frontend,42.107,profiles
PER-91375,29.0,San Francisco,USA,Python|Java|Go,Spark|Laravel,Scrum Master,4.0,Tecnólogo,Backend,66503.0,profiles
PER-91376,22.0,Bogotá,Colombia,java|php,Laravel,GCP ACE,1.0,Posgrado,Ciberseguridad,13492.0,profiles
PER-91377,18.0,Lima,Perú,JavaScript|PHP,.NET|React,AWS CCP|Cisco CCNA,6.0,Tecnólogo,BI/Analytics,20529.0,profiles
PER-91378,25.0,Lima,Perú,Go|Python,Spring|FastAPI,Cisco CCNA,3.0,Autodidacta,DevOps,23541.0,profiles
PER-91379,34.0,New York,USA,PHP|JavaScript|Go,Spring,Azure Fundamentals,5.0,Pregrado,Backend,92980.0,profiles
PER-91380,30.0,Barcelona,España,Go|Scala,Spring,Cisco CCNA,3.0,Tecnólogo,Ciberseguridad,36698.0,profiles
PER-91381,27.0,Buenos Aires,Argentina,Python|JavaScript,React|Node.js,AWS CCP,3.0,Autodidacta,Cloud,26673.0,profiles
PER-91382,28.0,???,USA,Scala|Java,Spark|.NET,Scrum Master|None,1.0,Autodidacta,BI/Analytics,129.486,profiles
PER-91383,29.0,Buenos Aires,Argentina,Go|Scala|C#,.NET|Laravel,Cisco CCNA|GCP ACE,2.0,Tecnólogo,Cloud,10571.0,profiles
PER-91384,27.0,Guadalajara,México,Scala,Flask|Vue,AWS CCP,7.0,Autodidacta,Backend,27585.0,profiles
PER-91385,38.0,Madrid,España,Python|PHP,Node.js|.NET,AWS CCP,2.0,Pregrado,Frontend,64805.0,profiles
PER-91386,35.0,Santiago,Chile,TypeScript,Node.js,Azure Fundamentals,2.0,Tecnólogo,BI/Analytics,14528.0,profiles
PER-91387,29.0,New York,USA,R|Swift,Laravel,Cisco CCNA,2.0,Autodidacta,IA,67465.0,profiles
PER-91388,34.0,Madrid,España,Java|Swift,React,GCP ACE|Scrum Master,2.0,Posgrado,IA,30565.0,profiles
PER-91389,20.0,Arequipa,Perú,PHP|TypeScript,Vue,Scrum Master,0.0,Autodidacta,Ciberseguridad,27482.0,profiles
PER-91390,24.0,Austin,USA,Kotlin|Swift|Java,React,Cisco CCNA,0.0,Tecnólogo,BI/Analytics,76904.0,profiles
PER-91391,18.0,lima,Perú,Scala|JavaScript,Flask|Laravel,AWS CCP,0.0,Técnico,Backend,12682.0,profiles
PER-91392,31.0,Buenos Aires,Argentina,Swift|Python,React|Node.js,GCP ACE|AWS CCP,4.0,Posgrado,DevOps,14701.0,profiles
PER-91393,29.0,MEDELLÍN,Colombia,Java|Go,Node.js,GCP ACE,7.0,Autodidacta,DevOps,14992.0,profiles
PER-91394,21.0,Arequipa,Perú,C#,Flask|Django,GCP ACE,3.0,Tecnólogo,Data Science,14692.0,profiles
PER-91395,,Barcelona,España,Python|Go,Vue,AWS CCP,1.0,Técnico,Cloud,77696.0,profiles
PER-91396,23.0,Cusco,Perú,TypeScript|R,Node.js|Flask,Azure Fundamentals,1.0,Posgrado,Backend,18575.0,profiles
PER-91397,26.0,Valencia,España,Swift|Python|R,Node.js,Azure Fundamentals,2.0,Pregrado,Data Science,28012.0,profiles
PER-91398,32.0,VALPARAÍSO,Chile,Swift|Python,.NET,GCP ACE,1.0,Pregrado,DevOps,23.697,profiles
PER-91399,32.0,Santiago,Chile,Swift|Java,Laravel,Scrum Master,3.0,Autodidacta,Cloud,23475.0,profiles
PER-91400,41.0,Seattle,USA,Go|JavaScript,React|.NET,Scrum Master,4.0,Pregrado,Ciberseguridad,124323.0,profiles
PER-90072,38.0,Cali,Colombia,Java|JavaScript|Scala,Vue|Node.js,Cisco CCNA|Azure Fundamentals,6.0,Autodidacta,Cloud,9214.0,profiles
PER-90932,32.0,Rosario,Argentina,R|PHP,Spark|Spring,AWS CCP,1.0,Técnico,Cloud,17176.0,profiles
