ID_Persona,Edad,Ciudad,País,Lenguajes_Dominio,Frameworks_Dominio,Certificaciones,Años_Experiencia,Nivel_Educativo,Área_Trabajo_Actual,Salario_Actual_USD
PER-91345,40,puebla,México,TypeScript|R,.NET,AWS CCP|Scrum Master,5.0,Posgrado,Frontend,"$30,143"
PER-91346,18,Arequipa,Perú,JavaScript|C#,Spark|Vue,Cisco CCNA ,2.0,Técnico,BI/Analytics,$19703
PER-91347,31,Rosario,Argentina,PHP|Swift,Angular,Scrum Master,0.0,Pregrado,DevOps,US$ 23.946
PER-91348,25,Puebla,México,Go,Laravel,Scrum Master,5.0,Pregrado,Frontend,$23028
PER-91349,26,monterrey,México,Swift|Scala,Spark|Vue,Cisco CCNA|GCP ACE ,0.0,Técnico,Backend,US$ 18.868
PER-91350,34,Bogotá,Colombia,Kotlin,React|Spring,Scrum Master,2.0,Técnico,BI/Analytics,23103
PER-91351,28,Arequipa,Perú,C#|TypeScript,FastAPI|React,GCP ACE|Azure Fundamentals,5.0,Posgrado,Backend,US$ 19.076
PER-91352,35,Lima,Perú,Java|TypeScript,Spring|Flask,None,3.0,Pregrado,Cloud,"$19,959"
PER-91353,30,Concepción,Chile,Go|Java|Python,Node.js,AWS CCP|GCP ACE,2.0,Autodidacta,IA,"$32,815"
PER-91354,36,???,Colombia,Java|TypeScript|Swift,Laravel|Vue,None|GCP ACE,4.0,Pregrado,Frontend,11785
PER-91355,38,???,España,Swift|Go,Node.js,GCP ACE|Azure Fundamentals,6.0,Autodidacta,DevOps,USD 57513
PER-91356,18,NEW YORK,USA,Go|C#|Kotlin,Node.js,GCP ACE,5.0,Pregrado,DevOps,"$99,060"
PER-91357,27,CÓRDOBA,Argentina,Kotlin|R|TypeScript,Vue|Node.js,Cisco CCNA,5.0,Posgrado,Data Science,14661
PER-91358,28,Buenos Aires,Argentina,C#|Java|Scala,.NET,None,4.0,Autodidacta,BI/Analytics,US$ 22.261
PER-91359,23,Córdoba,Argentina,Java|TypeScript|Scala,Laravel|Spark,AWS CCP,1.0,Técnico,BI/Analytics,USD 20805
PER-91360,24,Medellín,Colombia,PHP,Angular|Vue,GCP ACE|None,4.0,Posgrado,DevOps,USD 16701
PER-91361,31,Seattle,USA,r|typescript,Laravel|.NET,Scrum Master|AWS CCP,,Técnico,Frontend,$132000
PER-91362,25,córdoba,Argentina,PHP|TypeScript,Angular,None|Scrum Master,3.0,Autodidacta,Data Science,14229
PER-91363,32,Concepción,Chile,Go,Spark,AWS CCP,0.0,Pregrado,DevOps,USD 25171
PER-91364,35,???,Perú,Scala|Kotlin|Go,Flask,None|GCP ACE,4.0,Técnico,DevOps,US$ 20.276
PER-91365,30,Córdoba,Argentina,Scala|C#,React,Cisco CCNA,2.0,Pregrado,BI/Analytics,$13878
PER-91366,32,Santiago,Chile,TypeScript|PHP,Angular,Cisco CCNA,0.0,Posgrado,IA,$21155
PER-91367,23,San Francisco,USA,php|python,Laravel|Spark,None,2.0,Tecnólogo,Ciberseguridad,$68252
PER-91368,43,cdmx,México,JavaScript|R|Swift,Node.js|Spark,Cisco CCNA|None,0.0,Posgrado,BI/Analytics,"$15,354"
PER-91369,,Buenos Aires,Argentina,TypeScript,Laravel|Spring,Cisco CCNA|AWS CCP,2.0,Técnico,Cloud,14851
PER-91370,29,Santiago,Chile,php|javascript|r,.NET|Flask,Azure Fundamentals,1.0,Autodidacta,DevOps,USD 38501
PER-91371,30,???,Chile,Swift,Flask,None|AWS CCP,2.0,Pregrado,Data Science,17088
PER-91372,24,Medellín,Colombia,PHP|Go,Django|Spring,Azure Fundamentals,5.0,Pregrado,Frontend,US$ 13.050
PER-91373,27,San Francisco,USA,Swift|TypeScript,Angular,AWS CCP|None,1.0,Técnico,Data Science,100793
PER-91374,35,???,España,JavaScript|Swift|R,.NET,Cisco CCNA,,Autodidacta,Frontend,US$ 42.107
PER-91375,29,San Francisco ,USA,Python|Java|Go,Spark|Laravel,Scrum Master,4.0,Tecnólogo,Backend,66503
PER-91376,22,Bogotá,Colombia,java|php,Laravel,GCP ACE,1.0,Posgrado,Ciberseguridad,USD 13492
PER-91377,18,Lima,Perú,JavaScript|PHP,.NET|React,AWS CCP|Cisco CCNA,6.0,Tecnólogo,BI/Analytics,20529
PER-91378,25,Lima,Perú,Go|Python,Spring|FastAPI,Cisco CCNA,3.0,Autodidacta,DevOps,"$23,541"
PER-91379,34,New York,USA,PHP|JavaScript|Go,Spring,Azure Fundamentals,5.0,Pregrado,Backend,USD 92980
PER-91380,30,Barcelona,España,Go|Scala,Spring,Cisco CCNA,,Tecnólogo,Ciberseguridad,USD 36698
PER-91381,27,Buenos Aires,Argentina,Python|JavaScript,React|Node.js,AWS CCP ,3.0,Autodidacta,Cloud,26673
PER-91382,28,???,USA,Scala|Java,Spark|.NET,Scrum Master|None,1.0,Autodidacta,BI/Analytics,US$ 129.486
PER-91383,29,Buenos Aires,Argentina,Go|Scala|C#,.NET|Laravel,Cisco CCNA|GCP ACE,2.0,Tecnólogo,Cloud,"$10,571"
PER-91384,27,Guadalajara,México,Scala,Flask|Vue,AWS CCP,7.0,Autodidacta,Backend,27585
PER-91385,38,Madrid,España,Python|PHP,Node.js|.NET,AWS CCP,2.0,Pregrado,Frontend,$64805
PER-91386,35,Santiago,Chile,TypeScript,Node.js,Azure Fundamentals,2.0,Tecnólogo,BI/Analytics,14528
PER-91387,29,New York,USA,R|Swift,Laravel,Cisco CCNA,2.0,Autodidacta,IA,$67465
PER-91388,34,Madrid,España,Java|Swift,React,GCP ACE|Scrum Master,2.0,Posgrado,IA,USD 30565
PER-91389,20,Arequipa,Perú,PHP|TypeScript,Vue,Scrum Master,0.0,Autodidacta,Ciberseguridad,USD 27482
PER-91390,24,Austin,USA,Kotlin|Swift|Java,React,Cisco CCNA,0.0,Tecnólogo,BI/Analytics,"$76,904"
PER-91391,18,lima,Perú,Scala|JavaScript,Flask|Laravel,AWS CCP,0.0,Técnico,Backend,USD 12682
PER-91392,31,Buenos Aires,Argentina,Swift|Python,React|Node.js,GCP ACE|AWS CCP,4.0,Posgrado,DevOps,14701
PER-91393,29,MEDELLÍN,Colombia,Java|Go,Node.js,GCP ACE,7.0,Autodidacta,DevOps,USD 14992
PER-91394,21,Arequipa,Perú,C#,Flask|Django,GCP ACE,3.0,Tecnólogo,Data Science,USD 14692
PER-91395,47,Barcelona,España,Python|Go,Vue,AWS CCP,1.0,Técnico,Cloud,$77696
PER-91396,23,Cusco,Perú,TypeScript|R,Node.js|Flask,Azure Fundamentals,1.0,Posgrado,Backend,"$18,575"
PER-91397,26,Valencia,España,Swift|Python|R,Node.js,Azure Fundamentals ,2.0,Pregrado,Data Science,$28012
PER-91398,32,VALPARAÍSO,Chile,Swift|Python,.NET,GCP ACE,1.0,Pregrado,DevOps,US$ 23.697
PER-91399,32,Santiago,Chile,Swift|Java,Laravel,Scrum Master,3.0,Autodidacta,Cloud,$23475
PER-91400,41,Seattle,USA,Go|JavaScript,React|.NET,Scrum Master,4.0,Pregrado,Ciberseguridad,$124323
PER-90933,33,Concepción,Chile,JavaScript|R,Spring|Angular,AWS CCP,1.0,Pregrado,Ciberseguridad,USD 27500
PER-90072,38,Cali,Colombia,Java|JavaScript|Scala,Vue|Node.js,Cisco CCNA|Azure Fundamentals,6.0,Autodidacta,Cloud,$9214
PER-91365,30,Córdoba,Argentina,Scala|C#,React,Cisco CCNA,2.0,Pregrado,BI/Analytics,$13878
PER-90601,25,Bogotá,Colombia,TypeScript|Python,Django|Node.js,None|Cisco CCNA,3.0,Autodidacta,Cloud,7494
PER-91195,,rosario,Argentina,c#|python,Angular,GCP ACE,2.0,Autodidacta,DevOps,USD 13708
PER-90725,31,Guadalajara,México,Swift|Python,Flask|.NET,AWS CCP,5.0,Posgrado,Data Science,25920
PER-91227,19,Lima,Perú,swift|php,Flask|Vue,AWS CCP|GCP ACE ,1.0,Pregrado,Data Science,US$ 29.769
PER-90862,29,Sevilla,España,php,Angular|Laravel,None,1.0,Pregrado,Frontend,$43217
PER-90466,33,Córdoba,Argentina,php|r,Spring|FastAPI,Scrum Master,2.0,Autodidacta,IA,15142
PER-90070,29,CDMX,México,Scala|JavaScript,Angular,Cisco CCNA,2.0,Tecnólogo,IA,"$21,090"
PER-91383,29,Buenos Aires,Argentina,Go|Scala|C#,.NET|Laravel,Cisco CCNA|GCP ACE,2.0,Tecnólogo,Cloud,"$10,571"
PER-90015,26,Puebla,México,PHP|Java,React|FastAPI,Cisco CCNA,1.0,Autodidacta,Backend,15888
PER-90505,33,GUADALAJARA,México,Kotlin|PHP,React|Vue,GCP ACE|None,4.0,Posgrado,Backend,$12235
PER-90835,33,Rosario,Argentina,Scala|PHP|C#,React,AWS CCP,1.0,Tecnólogo,Frontend,US$ 24.433
PER-90524,34,Santiago,Chile,java,Node.js|Angular,Scrum Master|AWS CCP,1.0,Tecnólogo,Frontend,21626
PER-90189,29,Sevilla,España,Java|C#,Spark|Django,GCP ACE|Azure Fundamentals ,4.0,Autodidacta,Frontend,$56591
PER-90932,32,Rosario,Argentina,R|PHP,Spark|Spring,AWS CCP,1.0,Técnico,Cloud,"$17,176"
PER-90908,28,CDMX,México,swift|scala|typescript,Vue|Spring,GCP ACE,2.0,Pregrado,Ciberseguridad,USD 23610
PER-90826,28,Rosario,Argentina,Python|C#,Spring,GCP ACE,2.0,Tecnólogo,DevOps,23641
PER-91372,24,Medellín,Colombia,PHP|Go,Django|Spring,Azure Fundamentals,5.0,Pregrado,Frontend,US$ 13.050
